State,District,Year,Season,Crop,Area,Production,Yield,crop,N,P,K,temperature,humidity,ph,rainfall
1,24,2000,4,95,89.0,114.0,1.2808988764044944,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,24,2001,1,29,8552.0,9055.0,1.0588166510757715,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,24,2001,1,56,1511.0,730.0,0.4831237590999338,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,24,2001,2,56,40.0,12.0,0.3,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,24,2001,4,28,4741.0,1119.0,0.2360261548196583,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,24,2001,4,95,111.0,111.0,1.0,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,24,2002,1,29,7638.0,7144.0,0.9353233830845772,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,24,2002,1,56,1150.0,174.0,0.1513043478260869,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,24,2002,2,56,4.0,1.0,0.25,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,24,2002,4,28,3914.0,481.0,0.1228921819110884,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,24,2002,4,95,51.0,90.0,1.7647058823529411,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,24,2003,1,29,4212.0,4262.0,1.0118708452041785,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,24,2003,1,56,1216.0,662.0,0.5444078947368421,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,24,2003,2,56,22.0,7.0,0.3181818181818182,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,24,2003,4,28,5646.0,610.0,0.1080410910379029,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,24,2003,4,95,20.0,25.0,1.25,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,24,2004,1,29,8933.0,7041.0,0.78820105227807,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,24,2004,1,56,1464.0,545.0,0.3722677595628415,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,24,2004,2,56,3.0,1.0,0.3333333333333333,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,24,2004,4,28,2439.0,290.0,0.1189011890118901,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,24,2004,4,95,49.0,53.0,1.0816326530612246,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,24,2005,1,29,3295.0,3450.0,1.047040971168437,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,24,2005,1,56,1078.0,747.0,0.6929499072356216,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,24,2005,2,56,16.0,5.0,0.3125,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,24,2005,4,28,2962.0,900.0,0.3038487508440243,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,24,2005,4,95,1.0,1.0,1.0,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,24,2006,1,29,1506.0,1940.0,1.2881806108897742,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,24,2006,1,56,788.0,98.0,0.1243654822335025,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,24,2006,2,56,139.0,52.0,0.3741007194244604,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,24,2006,4,28,1389.0,385.0,0.277177825773938,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,24,2007,1,29,3000.0,2000.0,0.6666666666666666,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,24,2007,1,56,1000.0,141.0,0.141,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,24,2008,1,29,1611.0,1241.0,0.7703289882060832,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,24,2008,1,56,629.0,245.0,0.3895071542130365,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,24,2008,4,28,3766.0,1288.0,0.3420074349442379,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,24,2008,4,95,99.0,158.0,1.595959595959596,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,24,2009,1,29,2063.0,1226.0,0.5942801745031507,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,24,2009,1,56,448.0,115.0,0.2566964285714285,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,24,2009,2,56,8.0,3.0,0.375,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,24,2009,4,28,4470.0,1797.0,0.4020134228187919,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,24,2009,4,95,700.0,1179.0,1.6842857142857144,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,24,2010,1,29,4338.0,2977.0,0.6862609497464269,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,24,2010,1,56,791.0,251.0,0.3173198482932996,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,24,2010,2,56,83.0,29.0,0.3493975903614458,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,24,2010,4,28,5323.0,3604.0,0.6770618072515499,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,24,2010,4,95,174.0,282.0,1.6206896551724137,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,24,2011,1,29,19299.0,12069.0,0.6253691901134774,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,24,2011,1,56,785.0,504.0,0.6420382165605095,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,24,2011,2,56,132.0,79.0,0.5984848484848485,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,24,2011,4,28,2399.0,1327.0,0.5531471446436015,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,24,2011,4,95,140.0,226.0,1.6142857142857143,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,24,2012,1,28,2.0,1.0,0.5,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,24,2012,1,29,27566.0,35511.0,1.2882173692229557,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,24,2012,1,56,481.0,266.0,0.553014553014553,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,24,2012,1,95,10.0,14.0,1.4,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,24,2012,2,28,2606.0,1631.0,0.625863392171911,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,24,2012,2,29,77.0,99.0,1.2857142857142858,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,24,2012,2,56,117.0,79.0,0.6752136752136753,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,24,2012,2,95,115.0,178.0,1.5478260869565217,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,24,2013,1,29,37661.0,77316.0,2.052946018427551,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,24,2013,1,49,391.0,2003.0,5.122762148337596,jute,78.4,46.86,39.99,24.9583758265,79.6398642063,6.7327775681699995,174.792797536
1,24,2013,1,56,481.0,534.0,1.11018711018711,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,24,2013,1,95,6.0,11.0,1.8333333333333333,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,24,2013,2,28,1971.0,1234.0,0.626078132927448,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,24,2013,2,29,62.0,127.0,2.048387096774193,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,24,2013,2,56,129.0,81.0,0.627906976744186,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,24,2013,2,95,183.0,309.0,1.6885245901639343,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,24,2013,4,28,1971.0,1234.0,0.626078132927448,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,24,2014,1,28,162.0,84.0,0.5185185185185185,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,24,2014,1,29,73734.0,103779.0,1.4074782325657091,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,24,2014,1,56,2428.0,2994.0,1.2331136738056012,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,24,2014,1,95,15.0,43.0,2.8666666666666667,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,24,2014,2,28,8223.0,4251.0,0.5169646114556731,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,24,2014,2,29,884.0,1244.0,1.407239819004525,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,24,2014,2,56,586.0,481.0,0.8208191126279863,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,24,2014,2,95,341.0,635.0,1.8621700879765395,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,122,1997,1,56,200.0,100.0,0.5,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,122,1998,1,56,300.0,200.0,0.6666666666666666,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,122,1999,1,29,2.0,2.0,1.0,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,122,1999,1,56,159.0,113.0,0.710691823899371,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,122,1999,2,56,85.0,23.0,0.2705882352941176,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,122,1999,4,95,17.0,17.0,1.0,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,122,2000,1,29,19.0,25.0,1.3157894736842106,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,122,2000,1,56,138.0,61.0,0.4420289855072464,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,122,2000,2,56,42.0,14.0,0.3333333333333333,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,122,2000,4,28,60.0,19.0,0.3166666666666666,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,122,2000,4,95,14.0,13.0,0.9285714285714286,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,122,2001,1,29,2.0,2.0,1.0,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,122,2001,1,56,225.0,109.0,0.4844444444444444,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,122,2001,2,56,82.0,25.0,0.3048780487804878,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,122,2001,4,28,51.0,18.0,0.3529411764705882,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,122,2001,4,95,33.0,38.0,1.1515151515151516,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,122,2002,1,56,174.0,26.0,0.1494252873563218,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,122,2002,2,56,172.0,44.0,0.2558139534883721,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,122,2002,4,28,86.0,24.0,0.2790697674418604,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,122,2002,4,95,66.0,107.0,1.621212121212121,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,122,2003,1,56,631.0,343.0,0.5435816164817749,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,122,2003,2,56,221.0,75.0,0.3393665158371041,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,122,2003,4,28,119.0,31.0,0.2605042016806723,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,122,2003,4,95,2.0,3.0,1.5,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,122,2004,1,56,337.0,125.0,0.3709198813056379,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,122,2004,2,56,218.0,71.0,0.3256880733944954,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,122,2004,4,28,125.0,30.0,0.24,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,122,2004,4,95,4.0,4.0,1.0,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,122,2005,1,29,4.0,4.0,1.0,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,122,2005,1,56,511.0,354.0,0.6927592954990215,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,122,2005,2,56,70.0,21.0,0.3,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,122,2005,4,28,110.0,49.0,0.4454545454545454,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,122,2005,4,95,7.0,7.0,1.0,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,122,2006,1,56,284.0,35.0,0.1232394366197183,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,122,2006,2,56,144.0,54.0,0.375,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,122,2006,4,28,155.0,52.0,0.3354838709677419,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,122,2006,4,95,114.0,134.0,1.1754385964912282,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,122,2007,1,56,1000.0,141.0,0.141,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,122,2008,1,29,24.0,37.0,1.5416666666666667,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,122,2008,1,56,482.0,188.0,0.3900414937759336,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,122,2008,2,56,191.0,65.0,0.3403141361256545,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,122,2008,4,28,102.0,42.0,0.4117647058823529,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,122,2008,4,95,225.0,359.0,1.5955555555555556,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,122,2009,1,29,66.0,94.0,1.4242424242424243,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,122,2009,1,56,601.0,154.0,0.2562396006655574,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,122,2009,2,56,159.0,63.0,0.3962264150943396,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,122,2009,4,28,125.0,64.0,0.512,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,122,2009,4,95,301.0,508.0,1.6877076411960132,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,122,2010,1,29,235.0,98.0,0.4170212765957446,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,122,2010,1,56,845.0,268.0,0.3171597633136094,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,122,2010,2,56,335.0,118.0,0.3522388059701492,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,122,2010,4,28,113.0,77.0,0.6814159292035398,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,122,2010,4,95,130.0,229.0,1.7615384615384615,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,122,2011,1,29,400.0,65.0,0.1625,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,122,2011,1,56,506.0,325.0,0.642292490118577,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,122,2011,2,56,270.0,161.0,0.5962962962962963,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,122,2011,4,28,74.0,43.0,0.581081081081081,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,122,2011,4,95,51.0,82.0,1.607843137254902,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,122,2012,1,29,317.0,405.0,1.277602523659306,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,122,2012,1,56,389.0,215.0,0.5526992287917738,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,122,2012,2,28,49.0,29.0,0.5918367346938775,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,122,2012,2,29,226.0,288.0,1.2743362831858407,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,122,2012,2,56,236.0,159.0,0.673728813559322,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,122,2012,2,95,55.0,78.0,1.4181818181818182,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,122,2013,1,28,27.0,16.0,0.5925925925925926,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,122,2013,1,29,157.0,391.0,2.490445859872612,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,122,2013,1,49,46.0,236.0,5.130434782608695,jute,78.4,46.86,39.99,24.9583758265,79.6398642063,6.7327775681699995,174.792797536
1,122,2013,1,56,540.0,599.0,1.1092592592592592,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,122,2013,1,95,8.0,15.0,1.875,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,122,2013,2,28,65.0,39.0,0.6,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,122,2013,2,29,194.0,483.0,2.489690721649485,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,122,2013,2,56,277.0,173.0,0.6245487364620939,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,122,2013,2,95,64.0,116.0,1.8125,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,122,2013,4,28,92.0,55.0,0.5978260869565217,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,122,2014,1,28,2.0,1.0,0.5,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,122,2014,1,29,308.0,723.0,2.3474025974025974,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,122,2014,1,56,469.0,578.0,1.232409381663113,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,122,2014,2,28,111.0,57.0,0.5135135135135135,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,122,2014,2,29,545.0,1278.0,2.3449541284403668,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,122,2014,2,56,384.0,315.0,0.8203125,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,122,2014,2,95,47.0,141.0,3.0,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,172,1997,1,29,9800.0,23400.0,2.3877551020408165,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,172,1997,1,95,13100.0,17100.0,1.3053435114503815,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,172,1997,2,56,59500.0,26500.0,0.4453781512605042,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,172,1998,1,29,7900.0,6300.0,0.7974683544303798,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,172,1998,1,56,100.0,100.0,1.0,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,172,1998,2,56,63700.0,28600.0,0.4489795918367347,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,172,1998,4,95,7000.0,15900.0,2.271428571428572,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,172,1999,1,29,4410.0,7289.0,1.6528344671201811,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,172,1999,1,56,141.0,100.0,0.7092198581560284,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,172,1999,2,56,62777.0,13183.0,0.2099972920018478,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,172,1999,4,95,8877.0,10182.0,1.147009124704292,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,172,2000,1,29,5580.0,10536.0,1.8881720430107527,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,172,2000,1,56,45.0,20.0,0.4444444444444444,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,172,2000,2,56,60630.0,13824.0,0.2280059376546264,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,172,2000,4,28,121.0,90.0,0.743801652892562,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,172,2000,4,95,5654.0,9185.0,1.6245136186770428,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,172,2001,1,29,6289.0,16425.0,2.611702973445699,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
1,172,2001,1,56,126.0,61.0,0.4841269841269841,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,172,2001,2,56,62887.0,10691.0,0.1700033393229125,lentil,18.77,68.36,19.41,24.509052402600002,64.8047846785,6.927931571609999,45.680454204
1,172,2001,4,28,32.0,25.0,0.78125,coconut,21.98,16.93,30.59,27.4098921723,94.84427180610001,5.97656212619,175.686645804
1,172,2001,4,95,9071.0,14429.0,1.5906735751295338,rice,79.89,47.58,39.87,23.6893322105,82.2728215389,6.425470922140001,236.181113594
1,172,2002,1,29,4555.0,8092.0,1.776509330406147,coffee,101.2,28.74,29.94,25.5404768193,58.8698463003,6.79030827457,158.066294882
